CZ,Horizon,InputHist,InputMete,InputNWP,InputST,ModClass,Reference,ResMin,SS,TestLength,TrainLength,Type,Year
C,60,1,1,0,1,ML,SP,60,26.7189019860144,90,1460,Sources,2021
C,360,0,0,0,0,ImageBased,SP,60,20.8,365,1675,Sources,2018
C,2880,1,0,1,1,TS,Persistence,60,23.1,365,365,PV,2019
B,1,1,1,0,1,ImageBased,SP,1,22.96,46,0,Sources,2015
B,120,1,1,0,1,Reg,SP,60,13.178,350,700,Sources,2015
C,45,1,0,1,0,TS,SP,15,5.86,365,853,PV,2021
C,1440,1,0,0,0,TS,Persistence,60,21,365,0,PV,2018
A,60,1,0,0,0,ML,SP,5,14.7,91,183,Sources,2015
A,45,1,0,0,0,ML,SP,5,12.2,91,183,Sources,2015
B,60,1,1,0,1,Hybrid,SP,60,41.41,365,1460,Sources,2021
E,60,1,1,0,0,Ens,Persistence,60,13,365,183,Sources,2019
C,1440,1,0,0,0,ML,Persistence,360,15.2,183,365,Sources,2017
C,300,1,0,0,0,ImageBased,SP,60,64.9,730,731,PV,2018
C,2880,1,1,1,0,ImageBased,PerClim,15,31.7,365,0,PV,2021
C,180,1,1,0,0,ML,SP,60,15.64,365,366,Sources,2015
C,60,1,1,0,1,Reg,SP,60,5.285,350,700,Sources,2015
C,2880,1,0,0,1,Ens,Persistence,60,7,184,181,PV,2018
C,60,1,1,0,0,ML,SP,60,4.46,350,700,Sources,2015
C,120,1,0,0,0,ML,SP,5,22,91,183,Sources,2015
C,15,1,1,0,0,Ens,SP,15,14.81,198,396,Sources,2020
C,5,1,0,0,0,ImageBased,SP,5,11.8,366,730,Sources,2021
B,240,0,1,0,0,ML,SP,60,30.85,91,274,Sources,2016
C,1440,0,1,1,0,ImageBased,SP,60,34.2857142857143,365,0,Sources,2015
C,60,1,1,0,0,Ens,SP,15,12.68,274,548,Sources,2020
A,30,1,0,0,1,TS,Persistence,30,23.7718567860117,365,365,Sources,2016
C,180,1,1,0,1,Reg,SP,60,13.261,350,700,Sources,2015
C,60,1,0,0,0,ML,Persistence,60,36.8581790418019,365,1095,Sources,2019
C,360,1,0,0,0,ML,Persistence,60,35.421233949264,219,876,Sources,2018
B,180,1,1,0,0,Reg,Persistence,60,81.5557359307359,365,1095,Sources,2022
C,120,0,1,0,0,ML,SP,60,12,365,1827,Sources,2021
B,60,1,1,0,0,ML,SP,60,5.255,350,700,Sources,2015
D,60,1,1,0,0,Reg,SP,60,29.0875,110,256,Sources,2018
C,240,1,0,0,0,ImageBased,SP,60,63.9,180,180,PV,2018
C,60,1,1,0,0,Ens_Hyb,SP,60,31.5703218116806,730,2922,Sources,2021
D,1440,0,1,0,0,ML,Persistence,60,68.89,365,3652,Sources,2019
N,120,1,1,0,1,Reg,SP,60,26.136,350,700,Sources,2015
E,60,1,0,0,0,ML,Persistence,60,14.5,183,365,Sources,2017
B,300,1,1,1,0,TS,Persistence,15,21.78,731,0,Sources,2019
B,1440,1,0,0,0,ML,Persistence,60,23.5248894868345,31,365,Sources,2021
B,360,1,1,0,1,ML,SP,60,31.2007011393514,273.75,821.25,Sources,2015
B,15,1,0,0,0,ML,SP,5,8.7,24,42,Sources,2016
C,10,1,0,0,0,ML,Persistence,10,1,109.5,547.5,PV,2019
C,360,1,0,0,0,ML,Persistence,60,46.7898528030066,219,876,Sources,2018
B,120,1,1,0,0,ML,SP,60,2.564,350,700,Sources,2015
B,180,1,1,0,0,ML,SP,60,4.148,350,700,Sources,2015
C,2880,1,0,1,1,TS,Persistence,60,20.9,365,365,PV,2019
C,60,1,0,0,1,ImageBased,SP,60,17.4,31,365,Sources,2019
C,60,1,0,0,0,TS,Persistence,60,31.015037593985,219,876,Sources,2018
C,60,1,0,0,0,TS,Persistence,60,28.6842105263158,219,876,Sources,2018
C,2880,1,0,0,1,Ens,Persistence,60,12,184,181,PV,2018
C,120,1,0,0,0,ImageBased,SP,60,38.7,730,731,PV,2018
B,180,1,1,0,1,Reg,SP,60,6.03,350,700,Sources,2015
C,2880,1,0,1,1,Ens_Hyb,Persistence,60,31,184,181,PV,2018
C,2880,1,0,1,1,Ens_Hyb,Persistence,60,32,184,181,PV,2018
B,180,1,1,0,0,Reg,SP,60,3.183,350,700,Sources,2015
D,1440,0,1,1,1,ImageBased,SP,60,67,365,365,Sources,2013
C,1440,1,0,0,0,TS,Persistence,60,16,365,0,PV,2018
B,360,1,1,0,0,ML,Persistence,60,84.8418956267274,365,1095,Sources,2022
A,120,1,1,0,0,ML,SP,60,14.58,365,366,Sources,2015
C,120,1,1,0,1,Reg,SP,60,26.46,350,700,Sources,2015
D,60,1,0,0,0,ML,Persistence,60,36.81,31,730,Sources,2019
B,60,1,0,0,0,ML,Persistence,60,55.4675523760859,731,730,Sources,2019
N,120,1,0,0,0,ML,Persistence,60,21.6915866993975,73,292,Sources,2018
C,60,1,1,0,1,Reg,SP,60,4.621,350,700,Sources,2015
C,300,0,0,0,0,ImageBased,SP,60,17.9,365,1675,Sources,2018
C,30,1,1,0,0,ML,SP,30,-2.67,90,7305,Sources,2020
C,60,1,1,0,0,ML,SP,60,25.3296840009953,730,2922,Sources,2021
A,60,1,1,0,0,TS,Persistence,60,34.31,335,30,PV,2016
B,60,1,1,0,0,ML,SP,60,4.64864864864865,183,548,Sources,2015
C,180,1,1,0,0,ML,SP,60,5.173,350,700,Sources,2015
C,120,1,1,0,1,Reg,SP,60,8.129,350,700,Sources,2015
A,60,1,0,0,0,ML,Persistence,60,50,365,1095,Sources,2019
D,15,1,0,0,0,ML,Persistence,15,-80.9,183,365,Sources,2017
B,180,1,1,0,0,TS,SP,60,86,365,365,Sources,2022
C,60,1,1,0,0,Hybrid,SP,60,19.27,92,5114,Sources,2020
C,240,1,1,0,0,TS,SP,60,71.8,365,365,Sources,2022
C,15,1,0,0,0,ML,Persistence,1,4.46,365,365,PV,2018
B,120,1,1,0,0,TS,SP,60,0.8,365,365,Sources,2022
B,360,0,1,1,0,ML,SP,60,34.91,91,274,Sources,2016
D,15,1,0,0,0,ML,Persistence,1,72.3867809057528,365,292,Sources,2022
C,180,1,1,0,1,Reg,SP,60,12.871,350,700,Sources,2015
B,60,1,0,0,0,ML,Persistence,60,34.5,183,365,Sources,2017
C,15,1,0,0,0,TS,Persistence,1,6.51,365,365,PV,2018
C,60,1,1,0,0,ML,SP,60,11.7758784425451,730,2922,Sources,2021
B,300,1,0,0,0,ImageBased,SP,60,64.2,730,731,PV,2018
D,60,1,0,0,0,ML,Persistence,60,36.67,30,730,Sources,2019
B,120,1,1,0,0,ML,SP,60,12.415,350,700,Sources,2015
D,180,0,1,0,0,ImageBased,SP,15,5.1,123,0,Sources,2020
B,15,1,0,0,0,ML,Persistence,15,-16.4,183,365,Sources,2017
C,60,1,1,0,1,Hybrid,SP,60,41.3833448709574,90,1460,Sources,2021
D,30,1,0,0,1,ML,SP,30,13.16,365,365,Sources,2018
C,15,1,0,0,0,ML,Persistence,15,-79.3,183,365,Sources,2017
A,360,1,1,0,0,ML,Persistence,60,62.0634240411399,365,366,Sources,2015
C,2880,1,0,0,1,TS,Persistence,60,23,184,181,PV,2018
C,165,1,0,1,0,ML,SP,15,33.14,365,853,PV,2021
D,75,1,1,0,0,TS,SP,15,11.18,274,548,Sources,2020
D,30,1,1,0,0,ML,SP,10,16.38,731,1096,Sources,2020
A,60,1,1,0,0,TS,Persistence,60,29.7794117647059,365,366,Sources,2015
C,90,1,0,0,0,ML,SP,5,19.7,91,183,Sources,2015
B,30,1,1,0,0,TS,SP,15,11.45,274,548,Sources,2020
B,1440,1,0,0,0,ML,Persistence,60,-8.29331363132619,31,365,Sources,2021
C,360,1,1,1,0,Ens,SP,15,17.18,730,730,Sources,2020
B,240,1,1,0,0,TS,SP,60,73.8,365,365,Sources,2022
C,2880,1,0,1,1,Ens_Hyb,Persistence,60,33,184,181,PV,2018
C,2880,1,0,1,1,TS,Persistence,60,20.8,365,365,PV,2019
C,2880,1,1,1,0,ImageBased,Persistence,15,36.7,365,0,PV,2021
C,60,1,0,0,0,ML,Persistence,60,26.1794182351503,219,876,Sources,2018
C,360,1,0,0,0,TS,Persistence,60,46.9716289448518,73,292,Sources,2019
C,90,1,1,0,0,Ens,SP,15,14.13,274,548,Sources,2020
B,60,1,1,0,1,ML,SP,60,29.5380655648876,90,1460,Sources,2021
A,60,1,0,1,0,ML,SP,60,2.4,365,366,Sources,2016
E,60,1,1,0,0,Ens,Persistence,60,26,365,183,Sources,2019
C,15,1,0,0,0,ML,SP,5,21.6,109.770833333333,154.1875,Sources,2018
C,1020,1,1,1,1,TS,Persistence,60,64,90,180,Sources,2021
A,300,1,0,1,0,TS,SP,60,19.9,365,366,Sources,2016
C,2880,1,1,1,0,ImageBased,PerClim,15,31.2,365,0,PV,2021
B,15,1,0,0,0,ImageBased,Persistence,15,39.5,183,365,Sources,2017
C,240,1,1,0,0,ML,Persistence,60,63.7475253289857,365,366,Sources,2015
B,1440,1,0,0,0,ML,Persistence,60,51.8045826902529,31,365,Sources,2021
C,1440,0,0,1,1,ML,Persistence,60,44.8,365,2556,Sources,2018
C,120,1,1,0,1,Reg,SP,60,8.954,350,700,Sources,2015
C,2880,1,0,1,1,Ens_Hyb,Persistence,60,28,184,181,PV,2018
C,120,1,1,0,0,Reg,SP,60,13.131,350,700,Sources,2015
B,180,1,1,0,0,ML,SP,60,16.5443629086058,183,548,Sources,2015
D,60,1,1,0,0,ML,Persistence,60,34,365,183,Sources,2019
B,240,1,1,0,1,ML,SP,60,28.8191190253046,273.75,821.25,Sources,2015
C,180,1,1,0,1,Reg,SP,60,7.893,350,700,Sources,2015
C,60,1,1,0,0,ML,SP,60,5.14285714285714,365,366,Sources,2015
C,240,1,0,0,0,ImageBased,SP,60,59.1,730,731,PV,2018
C,180,1,0,0,0,ML,Persistence,60,42.5138632162662,219,876,Sources,2018
C,300,0,0,0,0,ImageBased,SP,60,22.3,365,1675,Sources,2018
C,360,1,1,0,0,TS,Persistence,60,61.6589129694769,365,366,Sources,2015
C,165,1,0,1,0,TS,SP,15,41.28,365,853,PV,2021
B,1440,1,0,0,0,ML,Persistence,60,32.8212770835722,30,365,Sources,2021
C,60,1,1,0,0,ML,SP,30,16.7517521848231,68,267,Sources,2016
B,3,1,1,0,1,ImageBased,SP,1,23.09,46,0,Sources,2015
C,300,1,1,0,1,ML,SP,15,53.5,109.5,255.5,Sources,2016
C,120,1,1,0,0,ML,SP,60,7.465,350,700,Sources,2015
C,165,1,0,1,0,TS,SP,15,27.81,365,853,PV,2021
D,15,1,0,0,0,ML,Persistence,15,-20.7,183,365,Sources,2017
B,1440,1,1,0,0,ML,Persistence,60,88.34,54.75,255.5,PV,2018
B,1440,0,0,1,1,ML,Persistence,60,42,365,2556,Sources,2018
D,105,1,1,0,0,ML,SP,15,12.9,274,548,Sources,2020
C,60,1,1,0,1,ML,SP,60,19.0248592226343,31,1460,Sources,2021
C,105,1,0,1,0,ML,SP,15,18.76,365,853,PV,2021
C,360,1,0,0,0,ML,Persistence,60,47.0090823676793,219,876,Sources,2018
C,60,1,1,0,1,Reg,SP,60,6.056,350,700,Sources,2015
C,60,1,0,0,0,ImageBased,Persistence,60,-37.9,183,365,Sources,2017
C,1440,0,0,1,1,ML,Persistence,60,59.2,365,2556,Sources,2018
C,60,1,1,0,0,Hybrid,SP,30,22.39,365,7305,Sources,2020
D,60,1,0,0,0,ML,Persistence,60,14.7,183,365,Sources,2017
B,1440,1,0,0,0,ML,Persistence,60,-16.0574688358335,30,365,Sources,2021
C,120,0,1,0,0,ML,SP,60,11.8,365,1827,Sources,2021
B,10,1,0,0,0,ML,Persistence,5,17.7816901408451,121.666666666667,121.666666666667,Sources,2019
C,2880,1,0,0,1,TS,Persistence,60,16,184,181,PV,2018
D,10,1,1,0,0,ML,Persistence,10,7.82,10,365,Sources,2021
B,180,1,1,0,0,ML,SP,60,15.903,350,700,Sources,2015
A,60,1,1,0,0,Ens,Persistence,60,39,365,183,Sources,2019
C,2880,1,1,1,0,ImageBased,PerClim,15,32,365,0,PV,2021
C,60,1,1,0,1,ML,SP,60,30.3251345461015,246,1460,Sources,2021
C,300,1,0,0,0,ImageBased,SP,60,65.9,180,180,PV,2018
C,120,1,1,0,0,ML,SP,60,37.61,92,5114,Sources,2020
C,60,1,1,0,1,ML,SP,60,22.6751931787903,90,1460,Sources,2021
C,120,1,0,1,0,Hybrid,Persistence,60,6.93641618497111,365,0,PV,2019
B,1440,1,1,0,0,ML,Persistence,60,67.1,365,1096,Sources,2017
C,120,1,1,0,1,Reg,SP,60,12.131,350,700,Sources,2015
C,60,1,0,0,0,ML,Persistence,60,17.6,183,365,Sources,2017
C,360,1,1,1,0,Ens,SP,15,15.04,730,730,Sources,2020
C,360,1,1,1,0,ImageBased,SP,1,19,730,730,Sources,2020
C,120,1,1,0,0,ML,SP,60,11.08,365,366,Sources,2015
C,360,1,1,0,0,ML,Persistence,60,69.0300825272873,877,3506,Sources,2018
C,60,0,0,0,0,ImageBased,Persistence,60,21,345,345,Sources,2019
B,10,1,0,0,0,ImageBased,SP,5,15.5,24,42,Sources,2016
C,1440,1,0,0,0,TS,Persistence,60,27.6,365,0,PV,2017
C,1440,0,0,1,0,ImageBased,Persistence,60,80,730,730,Sources,2020
B,60,1,1,0,1,Reg,SP,60,6.187,350,700,Sources,2015
C,720,1,1,1,0,ImageBased,PerClim,15,33.9,365,0,PV,2021
C,720,1,1,0,0,ML,SP,60,54.92,122,5114,Sources,2020
C,2880,1,0,1,1,Ens_Hyb,Persistence,60,36,184,181,PV,2018
C,1440,1,0,1,1,ML,Persistence,60,0.79,365,365,PV,2014
D,10,1,1,0,0,ML,SP,10,2,731,1096,Sources,2020
B,120,1,1,0,0,TS,SP,60,36.98,365,365,Sources,2022
B,180,1,1,0,0,ImageBased,PerClim,15,13.72,91,335,Sources,2022
C,240,1,0,0,0,ML,SP,10,13.6776145203111,365,365,Sources,2021
A,60,1,0,0,0,ImageBased,Persistence,60,-13.4,183,365,Sources,2017
C,1440,0,1,0,0,ML,Persistence,60,24.67,365,2556,Sources,2019
C,720,1,1,1,0,ImageBased,Persistence,15,37.7,365,0,PV,2021
A,45,1,1,0,0,Ens,SP,15,15.56,274,548,Sources,2020
C,60,1,1,0,1,ML,SP,60,36.7608959315636,90,1460,Sources,2021
A,300,1,1,0,0,TS,SP,60,28.4,365,366,Sources,2015
C,180,1,1,0,1,Reg,SP,60,13.431,350,700,Sources,2015
C,60,1,1,0,1,ML,SP,60,28.483360963392,90,1460,Sources,2021
A,360,1,1,0,0,TS,Persistence,60,62.116991643454,365,366,Sources,2015
C,240,1,0,0,0,TS,Persistence,60,45.7729271868383,219,876,Sources,2018
C,720,1,1,1,0,ImageBased,PerClim,15,32,365,0,PV,2021
A,180,1,1,0,0,TS,Persistence,60,50.3939075630252,365,366,Sources,2015
C,1440,1,0,0,0,ML,Persistence,360,25.8,183,365,Sources,2017
B,1440,1,0,0,0,ML,Persistence,60,13.6017410228509,31,365,Sources,2021
A,60,1,1,0,0,ML,Persistence,60,38.8,335,30,PV,2016
C,60,1,1,0,1,Reg,SP,60,12.836,350,700,Sources,2015
C,60,1,0,0,0,ImageBased,SP,60,33.8,180,180,PV,2018
C,240,0,1,0,0,ML,SP,60,12,365,1827,Sources,2021
B,1440,1,0,0,0,ML,Persistence,60,59.1773976551989,31,365,Sources,2021
C,120,1,0,0,0,ML,Persistence,60,30.6663538244955,219,876,Sources,2018
C,30,1,0,0,0,ML,SP,5,23.4,109.770833333333,154.1875,Sources,2018
C,30,1,0,1,0,TS,SP,15,5.79,365,853,PV,2021
C,60,1,1,0,1,ML,SP,60,-3.56359649122806,38,1460,Sources,2021
D,1440,1,0,1,0,ImageBased,Persistence,60,47,458,0,PV,2018
N,120,1,1,0,1,Reg,SP,60,25.64,350,700,Sources,2015
C,180,1,1,0,1,Reg,SP,60,5.654,350,700,Sources,2015
B,60,1,1,0,1,Reg,SP,60,4.059,350,700,Sources,2015
D,60,1,0,0,0,ML,SP,60,59.13,31,2920,Sources,2016
C,300,1,1,0,0,ML,SP,15,60,109.5,255.5,Sources,2016
A,1,1,0,0,1,Reg,Persistence,1,7,13,92,Sources,2018
C,1920,1,0,0,0,TS,Persistence,60,24.4,365,0,PV,2017
C,2880,1,0,0,1,Ens,Persistence,60,17,184,181,PV,2018
N,1440,1,1,1,0,Hybrid,Persistence,15,43.61,122,243,PV,2018
C,60,1,1,0,1,ML,SP,60,15.7473942844886,90,1460,Sources,2021
C,75,1,1,0,0,ML,SP,15,12.88,274,548,Sources,2020
B,180,1,1,0,1,Reg,SP,60,7.098,350,700,Sources,2015
C,90,1,1,0,0,Ens,SP,15,13.87,198,396,Sources,2020
C,2880,1,0,1,1,TS,Persistence,60,25,365,365,PV,2019
C,1440,0,1,1,0,ImageBased,SP,60,29.5302013422819,365,0,Sources,2015
C,60,1,0,0,0,ML,Persistence,60,42.3144020158946,365,1095,Sources,2019
C,120,1,1,0,1,Reg,SP,60,13.52,350,700,Sources,2015
B,60,1,1,0,1,ML,SP,60,21.0320548101194,90,1460,Sources,2021
C,75,1,0,1,0,ML,SP,15,6.91,365,853,PV,2021
C,1,1,0,0,0,ImageBased,Persistence,1,11.2526539278132,18,72,PV,2018
C,1440,1,0,1,1,Hybrid,PerClim,60,14.33,184,181,PV,2020
C,2880,1,0,0,1,Ens,Persistence,60,20,184,181,PV,2018
C,180,1,1,0,0,Reg,SP,60,19.9303680545687,365,730,Sources,2022
E,60,1,1,0,0,Ens,Persistence,60,18,365,183,Sources,2019
C,90,1,0,1,0,ML,SP,15,13.69,365,853,PV,2021
C,60,1,0,0,0,TS,Persistence,60,15.8640919090687,219,876,Sources,2018
B,180,1,1,0,1,Reg,SP,60,4.477,350,700,Sources,2015
C,60,1,1,0,0,ML,SP,30,13.619451414727,68,267,Sources,2016
C,1440,1,0,0,0,TS,Persistence,60,22,365,0,PV,2018
C,1440,1,0,1,0,ML,SP,60,41.1764705882353,731,730,PV,2019
B,60,1,1,0,1,ML,SP,60,31.1213507041401,56,1460,Sources,2021
C,60,1,1,0,0,ML,SP,30,-4.05,90,7305,Sources,2020
C,180,1,1,0,0,ML,SP,60,7.104,350,700,Sources,2015
C,180,1,1,0,1,Reg,SP,60,23.458,350,700,Sources,2015
C,2880,1,0,0,1,TS,Persistence,60,12,184,181,PV,2018
N,300,1,0,0,0,ML,Persistence,60,46.4148148148148,73,292,Sources,2018
C,150,1,0,1,0,ML,SP,15,30.35,365,853,PV,2021
C,60,1,1,0,1,ML,SP,60,18.4292735612384,90,1460,Sources,2021
B,120,1,1,0,1,Reg,SP,60,11.253,350,700,Sources,2015
B,60,1,1,0,0,ML,SP,60,2.13,350,700,Sources,2015
D,60,1,0,0,0,ML,SP,60,62.28,30,2920,Sources,2016
A,180,1,0,1,0,ML,SP,60,15,365,366,Sources,2016
D,30,1,0,0,1,Reg,SP,30,11.2,365,365,Sources,2018
N,180,1,1,0,1,Reg,SP,60,35.806,350,700,Sources,2015
C,2880,1,0,0,1,Ens,Persistence,60,17,184,181,PV,2018
C,2880,1,0,0,1,TS,Persistence,60,17,184,181,PV,2018
C,60,1,1,0,1,ML,SP,60,22.7814808607197,90,1460,Sources,2021
B,60,1,1,0,1,Reg,SP,60,4.442,350,700,Sources,2015
C,1620,1,0,0,0,TS,Persistence,60,28.3,365,0,PV,2017
C,150,1,0,1,0,TS,SP,15,25.64,365,853,PV,2021
C,240,1,1,0,0,TS,SP,60,10.7,365,365,Sources,2022
C,180,0,1,0,0,ML,SP,60,31.628674265147,219,876,Sources,2018
C,60,1,1,0,0,ML,SP,60,2.814,350,700,Sources,2015
D,540,1,1,0,1,ML,SP,10,-28,14,0,PV,2020
D,60,1,1,0,0,ML,SP,5,27,365,1460,Sources,2020
C,60,1,0,0,0,Reg,SP,60,13.4181607865818,365,730,Sources,2022
C,60,1,0,0,0,ML,Persistence,60,47.1021515797635,365,1095,Sources,2019
C,2880,1,0,1,1,ImageBased,Persistence,60,22,184,181,PV,2018
B,60,1,1,0,0,Reg,SP,60,1.186,350,700,Sources,2015
C,60,1,0,0,0,ML,Persistence,60,29.7,183,365,Sources,2017
C,1440,1,0,0,0,ML,Persistence,360,26.1,183,365,Sources,2017
C,120,1,1,0,1,Reg,SP,60,5.862,350,700,Sources,2015
D,10,0,0,0,0,ImageBased,SP,10,10.91,731,1096,Sources,2020
C,10,1,0,0,0,ImageBased,SP,5,17.8,109.770833333333,154.1875,Sources,2018
B,60,1,1,0,0,ML,Persistence,60,49.5,365,0,Sources,2018
C,120,0,0,0,0,ImageBased,SP,60,17.2,365,1675,Sources,2018
C,240,0,0,0,0,ImageBased,SP,60,20.3,365,1675,Sources,2018
D,1440,1,1,1,1,ML,SP,15,39.2,365,365,PV,2017
C,360,0,0,0,0,ImageBased,SP,60,20.5,365,1675,Sources,2018
C,60,1,1,0,1,Reg,SP,60,14.042,350,700,Sources,2015
C,180,0,0,0,0,ImageBased,SP,60,19.8,365,1675,Sources,2018
C,120,1,1,0,0,ML,SP,60,21.678,350,700,Sources,2015
C,180,1,1,1,0,ImageBased,SP,30,29,365,0,Sources,2017
B,180,1,1,0,1,Reg,SP,60,9.128,350,700,Sources,2015
B,105,1,1,0,0,Ens,SP,15,14.99,274,548,Sources,2020
C,180,1,0,0,0,ML,SP,5,36,366,365,PV,2020
A,15,1,0,0,0,ML,Persistence,15,-0.9,183,365,Sources,2017
C,2880,1,0,1,1,Ens_Hyb,Persistence,60,27,184,181,PV,2018
C,180,1,1,0,1,Reg,SP,60,6.005,350,700,Sources,2015
N,60,1,1,0,0,ML,SP,60,9.263,350,700,Sources,2015
C,15,1,0,0,0,ImageBased,Persistence,5,21,165,231,Sources,2019
C,1440,1,0,1,1,ML,Persistence,60,0.76,365,365,PV,2014
N,60,1,0,0,0,ML,Persistence,60,24.4054152945481,73,292,Sources,2018
C,2880,1,0,1,1,TS,Persistence,60,24.3,365,365,PV,2019
B,1440,1,0,0,0,ML,Persistence,60,44.0105540897098,31,365,Sources,2021
C,10,1,0,0,0,ImageBased,SP,5,9.1,12,129,Sources,2013
C,20,1,0,0,0,ML,Persistence,10,12.1,109.5,547.5,PV,2019
B,60,1,1,0,1,ML,SP,60,21.0905001078483,38,1460,Sources,2021
B,1440,0,0,1,1,ML,Persistence,60,45.3,365,2556,Sources,2018
C,240,1,1,0,0,ML,Persistence,60,61.8732851085059,365,366,Sources,2015
C,2880,1,0,1,1,TS,Persistence,60,18.8,365,365,PV,2019
B,60,1,1,0,0,Ens_Hyb,SP,60,38.9913277763745,730,2922,Sources,2021
C,2880,1,0,0,1,TS,Persistence,60,16,184,181,PV,2018
A,60,1,0,0,0,ML,Persistence,60,25.4,183,365,Sources,2017
C,60,1,1,0,0,ML,SP,60,13.7701804368471,730,2922,Sources,2021
A,180,1,0,1,0,TS,SP,60,14,365,366,Sources,2016
C,60,1,1,0,1,ML,SP,60,25.9414915533581,31,1460,Sources,2021
C,300,1,0,0,0,ML,Persistence,60,48.3025887459309,219,876,Sources,2018
C,1440,1,0,0,0,ImageBased,Persistence,60,17,365,0,PV,2018
B,60,1,1,0,1,ML,SP,60,-5.63584260314916,38,1460,Sources,2021
C,360,1,1,1,0,Ens,SP,15,16.21,730,730,Sources,2020
C,90,1,1,0,0,TS,SP,15,13.34,274,548,Sources,2020
D,60,1,0,0,0,ML,Persistence,60,21.1,183,365,Sources,2017
C,120,1,0,0,0,TS,SP,15,13,365,365,PV,2017
D,120,0,0,1,0,ML,Persistence,60,30,365,365,Sources,2016
D,1440,1,0,1,0,NWP,Persistence,60,37.89,731,0,Sources,2019
E,1440,0,0,1,1,ML,Persistence,60,52.1,365,2556,Sources,2018
C,2880,1,0,0,1,TS,Persistence,60,23,184,181,PV,2018
C,90,1,0,1,0,ML,SP,15,8.1,365,853,PV,2021
D,90,1,0,0,1,TS,SP,30,11.77,365,365,Sources,2018
B,60,1,0,0,0,ML,SP,60,-91.1697067069905,731,730,Sources,2019
C,2880,1,0,1,1,TS,Persistence,60,25.2,365,365,PV,2019
D,1440,1,1,1,0,ML,SP,15,40,365,365,PV,2017
C,1440,1,0,0,0,ML,Persistence,360,27.4,183,365,Sources,2017
C,30,1,0,0,0,TS,SP,15,5,365,365,PV,2017
D,60,1,1,0,0,ML,SP,60,50.3,28,64,Sources,2018
C,2880,1,1,1,0,ImageBased,Persistence,15,39.3,365,0,PV,2021
C,240,1,1,0,0,ML,SP,60,19.33,365,366,Sources,2015
C,60,1,1,0,0,ML,PerClim,60,4.18,366,730,Sources,2021
C,2880,1,0,0,1,TS,Persistence,60,17,184,181,PV,2018
C,60,0,0,0,0,ImageBased,SP,60,15.7,365,1675,Sources,2018
B,45,1,1,0,0,Ens,SP,15,11.85,274,548,Sources,2020
D,60,1,1,0,0,ML,SP,10,30.61,731,1096,Sources,2022
B,300,0,1,1,0,ML,SP,60,34.06,91,274,Sources,2016
C,720,1,1,1,0,ImageBased,Persistence,15,38.4,365,0,PV,2021
C,90,1,1,0,0,Ens,SP,15,14.79,198,396,Sources,2020
C,180,1,0,0,0,ML,Persistence,60,12.0500481231954,73,292,Sources,2019
C,30,1,1,0,0,TS,SP,15,10.71,274,548,Sources,2020
C,30,1,0,1,0,TS,SP,15,2.08,365,853,PV,2021
C,2880,1,0,1,1,TS,Persistence,60,17.9,365,365,PV,2019
C,10,1,0,0,0,TS,SP,10,-1.83168316831681,365,365,Sources,2021
B,60,1,0,0,0,TS,Persistence,15,10,1430,1430,PV,2018
D,30,1,1,0,0,ML,SP,15,9.51,274,548,Sources,2020
A,60,1,1,0,0,Ens,Persistence,60,24,365,183,Sources,2019
C,60,1,1,0,0,Ens_Hyb,SP,60,28.0330009496676,730,2922,Sources,2021
B,60,1,1,0,0,Ens,Persistence,60,36,365,183,Sources,2019
C,60,1,1,0,0,Hybrid,SP,60,17.38,122,5114,Sources,2020
C,1440,1,1,1,0,NWP,Persistence,60,42.2,731,0,Sources,2019
C,60,1,0,1,0,TS,SP,60,5,77,237,PV,2017
C,1,1,0,0,0,ImageBased,Persistence,1,18.3651804670913,18,72,PV,2018
B,120,0,1,1,0,ML,SP,60,19.55,91,274,Sources,2016
D,60,1,1,0,0,Ens,Persistence,60,35,365,183,Sources,2019
C,120,1,0,0,0,ML,Persistence,60,-2.63370061811341,73,292,Sources,2019
D,75,1,1,0,0,Ens,SP,15,12.22,274,548,Sources,2020
D,10,1,1,0,0,ML,Persistence,10,4.22,10,365,Sources,2021
B,60,1,1,0,1,ML,SP,60,37.8446136955037,56,1460,Sources,2021
A,30,1,0,0,1,TS,Persistence,30,26.4158918005072,365,365,Sources,2016
C,30,1,1,0,0,ML,SP,15,11.7,274,548,Sources,2020
C,60,1,1,0,1,Reg,SP,60,9.147,350,700,Sources,2015
C,60,1,1,0,1,Hybrid,SP,60,40.4312594423843,31,1460,Sources,2021
C,1440,1,1,1,1,ML,Persistence,60,36.1,30,30,PV,2015
B,60,1,1,0,1,ML,SP,60,31.21,365,1460,Sources,2021
D,1440,1,1,1,0,ML,Persistence,15,8.9,109.5,547.5,PV,2020
C,15,1,1,0,0,Ens,SP,15,12.23,198,396,Sources,2020
C,360,1,1,0,0,ML,SP,30,61.2,365,7305,Sources,2020
C,30,1,1,0,0,Hybrid,SP,30,11.57,90,7305,Sources,2020
D,60,1,1,0,0,Ens,Persistence,60,36,365,183,Sources,2019
C,60,1,1,0,0,Hybrid,Persistence,60,66.24,366,730,Sources,2021
A,105,1,1,0,0,Ens,SP,15,20.94,274,548,Sources,2020
C,1440,1,0,1,0,Reg,SP,60,35.7843137254902,731,730,PV,2019
D,60,1,0,0,0,ML,Persistence,60,37.32,28,730,Sources,2019
C,120,1,1,0,0,ML,SP,60,5.122,350,700,Sources,2015
